New_ID,Sex,Age,Ethnicity,,
4178,'Male',29,'Igbo',,
4179,'Male',18,'Igbo',,
4182,'Male',28,'Igbo',,
4183,'Male',20,'Igbo',,
4184,'Male',29,'Afemai',,
4185,'Female',20,'Igbo',,
4188,'Male',18,'Igbo',,
4191,'Male',22,'Igbo',,
4193,'Male',19,'Ibibio',,
4194,'Female',20,'Tiv',,
4195,'Male',19,'Igbo',,
4196,'Female',18,'Igbo',,
4199,'Male',32,'Igbo',,
4200,'Female',19,'Igbo',,
4203,'Male',19,'Igbo',,
4205,'Female',18,'Igbo',,
4206,'Male',21,'Igbo',,
4209,'Male',18,'Igbo',,
4210,'Female',22,'Igbo',,
4211,'Female',18,'Igbo',,
4212,'Female',22,'Igbo',,
4213,'Male',24,'Igbo',,
4214,'Male',20,'Igbo',,
4215,'Female',20,'Igbo',,
4216,'Male',24,'Igbo',,
4217,'Male',17,'Igbo',,
4221,'Female',22,'Igbo',,
4222,'Male',18,'Igbo',,
4223,'Female',20,'Igbo',,
4224,'Male',27,'Igbo',,
4225,'Female',18,'Igbo',,
4226,'Male',24,'Igbo',,
4227,'Male',18,'Igbo',,
4229,'Female',18,'Igala',,
4234,'Male',26,'Igbo',,
4241,'Male',17,'Igbo',,
4242,'Male',18,'Igbo',,
4243,'Female',18,'Igbo',,
4244,'Male',26,'Igbo',,
4245,'Female',56,'Igbo',,
4248,'Male',20,'Igbo',,
4250,'Female',19,'Igbo',,
4253,'Male',22,'Igbo',,
4254,'Male',18,'Igbo',,
4257,'Female',17,'Igbo',,
4258,'Female',26,'Igbo',,
4261,'Female',16,'Igbo',,
4262,'Female',17,'Igbo',,
4263,'Male',20,'Igbo',,
4265,'Female',24,'Igbo',,
4267,'Male',30,'Igbo',,
4268,'Male',22,'Igbo',,
4269,'Male',28,'Igbo',,
4271,'Female',22,'Igbo',,
4274,'Male',23,'Igbo',,
4275,'Female',21,'Igbo',,
4276,'Male',18,'Igbo',,
4278,'Female',19,'Efik',,
4280,'Female',16,'Igbo',,
4282,'Female',18,'Igbo',,
4283,'Male',23,'Igbo',,
4285,'Female',22,'Igbo',,
4286,'Female',16,'Ika',,
4289,'Female',43,'Igbo',,
4292,'Male',26,'Igbo',,
4294,'Male',31,'Tiv',,
4295,'Male',20,'Igbo',,
4296,'Female',18,'Igbo',,
4298,'Female',17,'Igbo',,
4299,'Male',25,'Ibibio',,
4300,'Male',24,'Igbo',,
4303,'Female',17,'Igbo',,
4304,'Male',17,'Igbo',,
4305,'Female',18,'Igbo',,
4306,'Male',20,'Igbo',,
4307,'Female',19,'Urhobo',,
4308,'Male',18,'Igbo',,
4311,'Female',24,'Igbo',,
4317,'Male',22,'Igbo',,
4318,'Male',32,'Tiv',,
4319,'Male',29,'Igbo',,
4321,'Male',18,'Igbo',,
4323,'Male',24,'Igbo',,
4324,'Male',45,'Igbo',,
4326,'Female',21,'Igbo',,
4330,'Male',18,'Igbo',,
4331,'Male',20,'Igbo',,
4332,'Female',15,'Igbo',,
4334,'Male',22,'Igbo',,
4335,'Male',17,'Igbo',,
4338,'Male',17,'Igbo',,
4339,'Male',32,'Igbo',,
4340,'Male',22,'Igbo',,
4343,'Male',19,'Igbo',,
4344,'Male',17,'Igbo',,
4345,'Female',22,'Igbo',,
4346,'Female',27,'Igbo',,
4347,'Female',23,'Urhobo',,
4348,'Male',16,'Igbo',,
4349,'Female',16,'Igbo',,
4350,'Male',17,'Igbo',,
4351,'Female',18,'Igbo',,
4352,'Male',20,'Igbo',,
4353,'Male',24,'Igbo',,
4354,'Male',18,'Igbo',,
4355,'Female',21,'Igbo',,
4357,'Male',16,'Igbo',,
4361,'Male',19,'Igbo',,
4362,'Male',21,'Igbo',,
4363,'Female',21,'Igbo',,
4364,'Female',18,'Igbo',,
4365,'Male',19,'Igbo',,
4369,'Female',20,'Igbo',,
4373,'Male',22,'Igbo',,
4374,'Female',35,'Igbo',,
4376,'Male',37,'Igbo',,
4377,'Female',16,'Igbo',,
4379,'Male',21,'Igbo',,
4380,'Female',18,'Igbo',,
4383,'Male',16,'Igbo',,
4384,'Male',24,'Igbo',,
4387,'Female',23,'Igbo',,
4389,'Male',18,'Igbo',,
4392,'Female',19,'Igala',,
4395,'Female',18,'Igbo',,
4396,'Male',18,'Igbo',,
4397,'Male',23,'Igbo',,
4398,'Male',17,'Igbo',,
4399,'Female',16,'Igbo',,
4400,'Male',19,'Igbo',,
4401,'Female',26,'Igbo',,
4402,'Male',25,'Igbo',,
4406,'Male',18,'Igbo',,
4409,'Female',20,'Igbo',,
4410,'Female',18,'Igbo',,
4411,'Male',22,'Igbo',,
4412,'Female',19,'Igbo',,
4414,'Female',20,'Igbo',,
4415,'Female',24,'Igbo',,
4416,'Female',19,'Igbo',,
4418,'Male',65,'Igbo',,
4420,'Male',17,'Igbo',,
4421,'Male',17,'Igbo',,
4422,'Male',19,'Igbo',,
4423,'Male',21,'Igbo',,
4425,'Male',21,'Igbo',,
4427,'Male',22,'Igbo',,
4428,'Male',25,'Igbo',,
4429,'Male',22,'Igbo',,
4432,'Male',18,'Igbo',,
4433,'Male',17,'Igbo',,
4436,'Female',15,'Igbo',,
4437,'Male',18,'Igbo',,
4439,'Male',17,'Igbo',,
4441,'Male',31,'Igbo',,
4443,'Female',18,'Igbo',,
4445,'Female',17,'Igbo',,
4446,'Male',16,'Igbo',,
4447,'Male',19,'Igbo',,
4452,'Male',29,'Igbo',,
4453,'Female',21,'Igbo',,
4457,'Male',25,'Idoma',,
4458,'Male',34,'Igbo',,
4459,'Male',16,'Obudu',,
4460,'Female',17,'Igbo',,
4461,'Male',21,'Igbo',,
4462,'Male',23,'Igbo',,
4464,'Male',24,'Igbo',,
4465,'Female',22,'Igbo',,
4466,'Male',22,'Igbo',,
4468,'Female',20,'Igbo',,
4471,'Male',27,'Igbo',,
4474,'Female',17,'Igbo',,
4475,'Female',17,'Igbo',,
4476,'Male',21,'Igbo',,
4478,'Male',20,'Igbo',,
4479,'Male',19,'Igbo',,
4480,'Male',20,'Igbo',,
4484,'Male',22,'Igbo',,
4486,'Male',24,'Igbo',,
4488,'Female',20,'Igbo',,
4489,'Male',20,'Igbo',,
4490,'Female',21,'Igbo',,
4491,'Male',21,'Igbo',,
4493,'Male',22,'Igbo',,
4494,'Female',19,'Igbo',,
4497,'Male',20,'Igbo',,
4498,'Female',19,'Igbo',,
4500,'Male',25,'Igbo',,
4501,'Male',30,'Annang',,
4502,'Female',21,'Igbo',,
4504,'Female',19,'Igbo',,
4505,'Male',22,'Igala',,
4509,'Female',23,'Igbo',,
4510,'Male',22,'Igbo',,
4513,'Female',54,'Igbo',,
4517,'Male',23,'Igbo',,
4519,'Male',28,'Igbo',,
4522,'Female',18,'Ekoi',,
4523,'Female',25,'Igbo',,
4526,'Male',33,'Igbo',,
4527,'Male',19,'Igbo',,
4528,'Male',22,'Idoma',,
4530,'Female',19,'Igbo',,
4531,'Male',18,'Igbo',,
4534,'Male',23,'Ukwani',,
4535,'Female',23,'Igbo',,
4538,'Female',17,'Igbo',,
4539,'Female',20,'Igbo',,
4540,'Male',19,'Igbo',,
4542,'Male',48,'Igbo',,
4543,'Male',23,'Igbo',,
4548,'Male',18,'Igbo',,
4550,'Male',19,'Igbo',,
4551,'Female',22,'Igbo',,
4553,'Female',17,'Igbo',,
4554,'Male',38,'Kanuri',,
4555,'Female',23,'Igbo',,
4557,'Male',20,'Igbo',,
4559,'Female',21,'Igbo',,
4562,'Male',19,'Igbo',,
4563,'Female',24,'Igbo',,
4566,'Male',22,'Igbo',,
4567,'Male',23,'Igbo',,
4568,'Female',18,'Igbo',,
4570,'Female',24,'Igbo',,
4571,'Female',22,'Igbo',,
4572,'Male',23,'Igbo',,
4575,'Male',36,'Igbo',,
4577,'Female',17,'Igbo',,
4581,'Male',18,'Igbo',,
4582,'Male',19,'Igbo',,
4584,'Female',25,'Igbo',,
4586,'Male',21,'Igbo',,
4590,'Female',22,'Igbo',,
4595,'Female',19,'Igbo',,
4596,'Male',16,'Afemai',,
4598,'Male',40,'Igbo',,
4601,'Male',19,'Igbo',,
4602,'Male',24,'Igbo',,
4604,'Male',41,'Akoko-Edo',,
4606,'Male',24,'Igbo',,
4607,'Female',20,'Igbo',,
4608,'Female',17,'Igbo',,
4609,'Male',22,'Hausa',,
4610,'Male',19,'Igbo',,
4611,'Male',28,'Igbo',,
4612,'Male',21,'Igbo',,
4613,'Female',17,'Igbo',,
4614,'Male',32,'Fulani',,
4616,'Male',18,'Igbo',,
4619,'Female',24,'Igbo',,
4620,'Female',23,'Igbo',,
4623,'Male',24,'Igbo',,
4624,'Male',19,'Igbo',,
4627,'Male',21,'Igbo',,
4628,'Female',23,'Igbo',,
4632,'Female',19,'Igbo',,
4633,'Male',18,'Igbo',,
4634,'Male',20,'Igbo',,
4635,'Female',19,'Igbo',,
4636,'Female',18,'Igbo',,
4638,'Female',22,'Igbo',,
4639,'Male',20,'Igbo',,
4640,'Male',22,'Igbo',,
4641,'Male',17,'Igbo',,
4642,'Male',24,'Okobo',,
4643,'Male',19,'Igbo',,
4644,'Female',18,'Igbo',,
4645,'Female',21,'Igbo',,
4646,'Male',24,'Igbo',,
4649,'Female',18,'Igbo',,
4650,'Female',18,'Ikom',,
4651,'Male',19,'Igbo',,
4653,'Female',20,'Igbo',,
4654,'Male',17,'Igbo',,
4658,'Male',21,'Igbo',,
4660,'Male',19,'Lokaa',,
4661,'Male',22,'Ishan',,
4662,'Male',18,'Igbo',,
4664,'Male',23,'Igbo',,
4665,'Female',19,'Igbo',,
4675,'Male',20,'Igbo',,
4676,'Male',23,'Igbo',,
4677,'Male',29,'Igbo',,
4678,'Male',18,'Igbo',,
4681,'Male',18,'Igbo',,
4682,'Female',19,'Igbo',,
4683,'Male',18,'Igbo',,
4684,'Female',23,'Igbo',,
4687,'Male',25,'Igbo',,
4689,'Female',17,'Igbo',,
4690,'Male',16,'Ijaw',,
4692,'Male',18,'Igbo',,
4694,'Female',18,'Igbo',,
4695,'Male',23,'Igbo',,
4696,'Male',25,'Igbo',,
4697,'Male',24,'Igbo',,
4699,'Male',51,'Fulani',,
4702,'Male',18,'Igbo',,
4706,'Male',18,'Igbo',,
4708,'Female',22,'Igbo',,
4711,'Male',22,'Igbo',,
4712,'Male',18,'Igbo',,
4716,'Male',19,'Igbo',,
4719,'Male',18,'Igbo',,
4721,'Female',23,'Igbo',,
4722,'Male',21,'Igbo',,
4723,'Male',24,'Igbo',,
4725,'Male',18,'Igbo',,
4726,'Female',18,'Igbo',,
4727,'Male',17,'Igbo',,
4728,'Male',18,'Igbo',,
4729,'Male',22,'Igbo',,
4730,'Male',21,'Igbo',,
4731,'Male',23,'Igbo',,
4733,'Female',17,'Igbo',,
4735,'Male',23,'Igbo',,
4738,'Male',21,'Igbo',,
4739,'Male',18,'Igbo',,
4740,'Male',19,'Igbo',,
4743,'Male',20,'Igbo',,
4745,'Female',20,'Igbo',,
4747,'Female',23,'Igbo',,
4748,'Male',20,'Igbo',,
4749,'Male',17,'Igbo',,
4751,'Female',18,'Igbo',,
4752,'Male',27,'Igbo',,
4753,'Male',20,'Igbo',,
4755,'Male',20,'Igbo',,
4761,'Male',22,'Igbo',,
4762,'Female',30,'Igbo',,
4763,'Female',23,'Igbo',,
4764,'Male',21,'Igbo',,
4765,'Male',19,'Igbo',,
4767,'Male',21,'Igbo',,
4768,'Male',20,'Igbo',,
4770,'Male',23,'Igbo',,
4773,'Male',19,'Igbo',,
4774,'Female',19,'Igbo',,
4776,'Female',17,'Igbo',,
4778,'Female',18,'Igbo',,
4781,'Male',31,'Igbo',,
4782,'Male',25,'Igbo',,
4784,'Male',20,'Igbo',,
4786,'Male',23,'Igbo',,
4787,'Female',18,'Igbo',,
4788,'Male',19,'Igbo',,
4789,'Female',20,'Igbo',,
4790,'Male',33,'Igbo',,
4791,'Male',17,'Igbo',,
4792,'Male',26,'Igbo',,
4802,'Male',18,'Igbo',,
4803,'Female',18,'Igbo',,
4804,'Female',23,'Igbo',,
4805,'Male',21,'Igbo',,
4807,'Male',25,'Igbo',,
4808,'Male',17,'Igbo',,
4809,'Male',24,'Igbo',,
4811,'Male',21,'Igbo',,
4815,'Male',22,'Igbo',,
4818,'Male',25,'Igbo',,
4820,'Female',24,'Igbo',,
4821,'Female',19,'Igala',,
4823,'Female',19,'Igbo',,
4824,'Female',24,'Igbo',,
4827,'Female',24,'Igbo',,
4833,'Female',19,'Igbo',,
4836,'Male',19,'Igbo',,
4837,'Male',19,'Annang',,
4838,'Male',18,'Ishan',,
4840,'Male',22,'Igbo',,
4842,'Male',26,'Igbo',,
4843,'Female',21,'Igbo',,
4844,'Female',21,'Igbo',,
4846,'Male',18,'Igbo',,
4847,'Male',28,'Ibibio',,
4851,'Female',22,'Ibibio',,
4854,'Female',17,'Igbo',,
4856,'Female',21,'Igbo',,
4860,'Male',19,'Igbo',,
4861,'Female',19,'Igbo',,
4862,'Female',25,'Urhobo',,
4865,'Male',19,'Igbo',,
4867,'Male',19,'Igbo',,
4869,'Male',22,'Igbo',,
4870,'Male',21,'Efik',,
4871,'Male',14,'Igbo',,
4872,'Female',18,'Igbo',,
4874,'Female',19,'Igbo',,
4875,'Male',20,'Igbo',,
4877,'Male',20,'Igbo',,
4881,'Male',23,'Igbo',,
4883,'Male',18,'Igbo',,
4884,'Male',22,'Igbo',,
4889,'Male',21,'Igbo',,
4892,'Male',20,'Igbo',,
4893,'Male',17,'Igbo',,
4896,'Male',26,'Igbo',,
4897,'Female',19,'Ogoni',,
4898,'Female',21,'Igbo',,
4901,'Female',22,'Igbo',,
4903,'Male',19,'Igbo',,
4904,'Female',19,'Igbo',,
4905,'Female',18,'Igbo',,
4907,'Female',23,'Ikwerre',,
4908,'Male',35,'Igbo',,
4912,'Male',21,'Igbo',,
4913,'Male',25,'Igbo',,
4914,'Male',28,'Igala',,
4917,'Male',23,'Igbo',,
4918,'Male',20,'Igbo',,
4919,'Female',20,'Igbo',,
4921,'Female',28,'Igbo',,
4922,'Male',21,'Igbo',,
4925,'Male',28,'Igbo',,
4927,'Male',35,'Igbo',,
4929,'Male',20,'Igbo',,
4933,'Female',19,'Igbo',,
4934,'Male',25,'Kanuri',,
4935,'Male',22,'Igbo',,
4936,'Male',22,'Igbo',,
4937,'Male',43,'Igbo',,
4938,'Male',21,'Igbo',,
4939,'Male',31,'Igbo',,
4940,'Male',26,'Kanuri',,
4941,'Male',21,'Igbo',,
4943,'Male',20,'Igbo',,
4945,'Male',27,'Igbo',,
4946,'Male',33,'Kanuri',,
4949,'Male',16,'Igbo',,
4950,'Male',24,'Igala',,
4951,'Male',19,'Igbo',,
4952,'Male',17,'Igbo',,
4953,'Male',18,'Igbo',,
4955,'Female',20,'Igbo',,
4958,'Male',30,'Igbo',,
4960,'Male',18,'Igbo',,
4961,'Male',20,'Igbo',,
4963,'Male',18,'Igbo',,
4965,'Male',31,'Igbo',,
4966,'Male',19,'Igbo',,
4969,'Male',40,'Igbo',,
4970,'Female',17,'Igbo',,
4971,'Male',21,'Igbo',,
4972,'Male',20,'Igbo',,
4973,'Male',24,'Igbo',,
4974,'Male',21,'Igbo',,
4976,'Female',16,'Igbo',,
4977,'Male',22,'Igbo',,
4978,'Male',20,'Igbo',,
4980,'Male',19,'Igbo',,
4981,'Female',24,'Igbo',,
4982,'Female',21,'Igbo',,
4983,'Male',20,'Igbo',,
4985,'Female',15,'Igbo',,
4987,'Male',18,'Igbo',,
4988,'Male',17,'Igbo',,
4990,'Male',20,'Igbo',,
4991,'Male',17,'Igbo',,
4993,'Male',18,'Igede',,
4994,'Male',17,'Okirika',,
4995,'Male',22,'Igbo',,
4998,'Female',23,'Igbo',,
4999,'Male',18,'Igbo',,
